pack	lemma_slp1	surface	locus	gloss_ru	status	flags	gloss_lemma	min_band	nkrya_tokens	synonym_proposal	synonym_ipm	synonym_band
hitopadesa-0	guṇa	guṇa	10	гуны	flag	unknown			гун:S:-:-			
hitopadesa-0	guṇavat	guṇavān	23	добродетельный	flag	unknown			добродетельный:A:-:-			
hitopadesa-0	guṇin	guṇi	16	элемент	flag	unknown			элемент:S:-:-			
hitopadesa-0	gāmin	gāminām	12	не приносящій жертвы	flag	phrase,unknown			приносящий:A:-:- жертва:S:-:-			
hitopadesa-0	han	hanti	18	убить	flag	unknown			убить:V:-:-			
hitopadesa-0	hari	hareḥ	28	Хари	flag	unknown			харя:S:-:-			
hitopadesa-0	haṃsa	haṃsa	37	гуси	flag	unknown			гусь:S:-:-			
hitopadesa-0	hi	hi	27	ведь	ok							
hitopadesa-0	hitopadeśa	hitopadeśo	2	friendly advice; salutary instruction; name of a popular collection of fables intermixed…	not_russian	not_russian						
hitopadesa-0	hā	hā	24	оставить	flag	unknown			оставить:V:-:-			
hitopadesa-0	hāsya	hāsyāya	7	шутил шутки	flag	phrase,unknown			шутить:V:-:- шутка:S:-:-			
hitopadesa-0	i	eti	41	идти	flag	unknown			идти:V:-:-			
hitopadesa-0	idam	'yaṃ	2	это	ok							
hitopadesa-0	idānīm	idānīm	25	теперь	flag	unknown			теперь:ADV:-:-			
hitopadesa-0	iha	iha	8	здесь	ok			4	здесь:ADV:4:876.99			
hitopadesa-0	iti	ity	12	так	ok							
hitopadesa-0	iva	iva	1	как	ok							
hitopadesa-0	iṣ	icchati	34	хотеть	flag	unknown			хотеть:V:-:-			
hitopadesa-0	jan	jātena	12	родиться	ok			3	родиться:V:3:99.42			
hitopadesa-0	janman	janma	26	рождение	flag	unknown			рождение:S:-:-			
hitopadesa-0	jña	jñaḥ	42	знать	ok			5	знать:V:5:1740.03			
hitopadesa-0	jñāna	jñānaṃ	25	знание	flag	unknown			знание:S:-:-			
hitopadesa-0	jāhnavī	jāhnavī	1	Джахнави	ok	name						
hitopadesa-0	jāragarbha	jāragarbha	39	a child by a paramour; bastard	not_russian	not_russian						
hitopadesa-0	jīvaloka	jīvalokasya	20	мир живых	flag	phrase,unknown			мир:S:-:- живой:A:-:-			
hitopadesa-0	ka	kena	10	что	ok							
hitopadesa-0	kalā	kalā	1	часть	flag	unknown			часть:S:-:-			
hitopadesa-0	kara	karau	13	руки	flag	unknown			рука:S:-:-			
hitopadesa-0	karin	karī	20	слон	flag	unknown			слон:S:-:-			
hitopadesa-0	karman	karma	27	действия	flag	unknown			действие:S:-:-			
hitopadesa-0	kartṛ	kartā	34	деятель	flag	unknown			деятель:S:-:-			
hitopadesa-0	katham	katham	25	как	ok							
hitopadesa-0	kathay	kathyate	31	рассказать	flag	unknown			рассказать:V:-:-			
hitopadesa-0	kathā	kathā	8	рассказ	flag	unknown			рассказ:S:-:-			
hitopadesa-0	kathāmukha	kathāmukham	10	introduction to a tale; name of the second Lambaka or book of the Kathāsaritsāgara	not_russian	not_russian						
hitopadesa-0	kaścit	keṣāṃcid	30	никто	ok							
hitopadesa-0	kaṭhinī	kaṭhinī	16	chalk	not_russian	not_russian						
hitopadesa-0	kevala	kevalam	12	только	flag	unknown			только:ADV:-:-			
hitopadesa-0	keśa	keśeṣu	3	волосы	flag	unknown			волос:S:-:-			
hitopadesa-0	kiṃśuka	kiṃśukāḥ	38	Киншука	ok	name						
hitopadesa-0	kriyā	kriyā	42	обряды	flag	unknown			обряд:S:-:-			
hitopadesa-0	kula	kula	21	род	flag	unknown			род:S:-:-			
hitopadesa-0	kutas	kutaḥ	43	откуда	flag	unknown			откуда:ADV:-:-			
hitopadesa-0	kuśūla	kuśūla	21		empty							
hitopadesa-0	kvāpi	kvāpy	19	где-либо	flag	unknown			где-либо:ADV:-:-			
hitopadesa-0	kāca	kācaḥ	40	стекло	flag	unknown			стекло:S:-:-			
hitopadesa-0	kākatālīya	kākatālīya	35	after the manner of the crow and the palm-fruit; unexpected	not_russian	not_russian						
hitopadesa-0	kāma	kāma	26	желание	flag	unknown			желание:S:-:-			
hitopadesa-0	kāpuruṣa	kāpuruṣā	33	трус	flag	unknown			трус:S:-:-			
hitopadesa-0	kāray	kāritavān	40	побуждать	flag	unknown			побуждать:V:-:-			
hitopadesa-0	kārya	kārya	30	дело	flag	unknown			дело:S:-:-			
hitopadesa-0	kāñcana	kāñcana	40	золотой	flag	unknown			золотой:A:-:-			
hitopadesa-0	kāṇa	kāṇena	12	одноглазый	flag	unknown			одноглазый:A:-:-			
hitopadesa-0	kīdṛśa	kīdṛśī	16	какова	flag	unknown			каковой:A:-:-			
hitopadesa-0	kīṭa	kīṭo	44	насекомое	flag	unknown			насекомое:S:-:-			
hitopadesa-0	kṛ	kṛtaṃ	19	сделать	ok			4	сделать:V:4:786.76			
hitopadesa-0	lag	lagnaḥ	8	будет ощутим	flag	phrase,unknown		6	быть:V:6:12831.00 ощутить:V:-:-			
hitopadesa-0	lakṣmī	lakṣmīr	33	Лакшми	ok	name						
hitopadesa-0	lekhā	lekhā	1	линия	flag	unknown			линия:S:-:-			
hitopadesa-0	likh	likhyate	9	чертить	flag	unknown			чертить:V:-:-			
hitopadesa-0	locana	locanaṃ	10	глаз	flag	unknown			глаз:S:-:-			
hitopadesa-0	lābha	lābhe	17	прибыль	flag	unknown			прибыль:S:-:-			
hitopadesa-0	mad	mama	25	я	ok							
hitopadesa-0	madhya	madhye	24	среди	ok							
hitopadesa-0	mahat	mahatām	28	великий	flag	unknown			великий:A:-:-			
hitopadesa-0	maithuna	maithunāni	25	connection; copulation; marriage; sexual intercourse	not_russian	not_russian						
hitopadesa-0	manas	manāḥ	12	ум	flag	unknown			ум:S:-:-			
hitopadesa-0	manoratha	manorathaiḥ	36	желание	flag	unknown			желание:S:-:-			
hitopadesa-0	mati	matis	41	мысль	flag	unknown			мысль:S:-:-			
hitopadesa-0	maṇi	maṇeḥ	43	амулет	flag	unknown			амулет:S:-:-			
hitopadesa-0	mitra	mitra	9	Митра	flag	unknown			митра:S:-:-			
hitopadesa-0	mokṣa	mokṣāṇām	26	освобождение	flag	unknown			освобождение:S:-:-			
hitopadesa-0	mukha	mukhe	36	лицо	flag	unknown			лицо:S:-:-			
hitopadesa-0	māna	māna	47	гордость	flag	unknown			гордость:S:-:-			
hitopadesa-0	mānava	mānavaḥ	34	человек	flag	unknown			человек:S:-:-			
hitopadesa-0	mārakata	mārakatīr	40	belonging to an emerald; having any of the properties or qualities of an emerald; coloure…	not_russian	not_russian						
hitopadesa-0	māsa	māsa	44	месяц	flag	unknown			месяц:S:-:-			
hitopadesa-0	mātṛ	mātur	17	мать	ok			4	мать:S:4:413.00			
hitopadesa-0	mūrdhan	mūrdhani	1	голова	flag	unknown			голова:S:-:-			
hitopadesa-0	mūrkha	mūrkhānām	13	глупец	flag	unknown			глупец:S:-:-			
hitopadesa-0	mṛ	mṛta	13	умирать	flag	unknown			умирать:V:-:-			
hitopadesa-0	mṛd	mṛd	34	глины	flag	unknown			глина:S:-:-			
hitopadesa-0	mṛga	mṛgāḥ	36	зверь	flag	unknown			зверь:S:-:-			
hitopadesa-0	mṛtyu	mṛtyunā	3	смерть	flag	unknown			смерть:S:-:-			
hitopadesa-0	na	na	10	не	ok							
hitopadesa-0	nadī	nadyaḥ	46	реки	flag	unknown			река:S:-:-			
hitopadesa-0	nagara	nagaram	10	город	flag	unknown			город:S:-:-			
hitopadesa-0	nagna	nagna	28	нагой	flag	unknown			нагой:A:-:-			
hitopadesa-0	nahi	nahi	36	не	ok							
hitopadesa-0	nara	naraḥ	23	человек	flag	unknown			человек:S:-:-			
hitopadesa-0	narapati	narapatir	10	царь	ok			4	царь:S:4:196.75			
hitopadesa-0	nava	nave	8	новые	flag	unknown			новый:A:-:-			
hitopadesa-0	nidhana	nidhanam	27	смерть	flag	unknown			смерть:S:-:-			
hitopadesa-0	nidhi	nidhim	35	сокровище	flag	unknown			сокровище:S:-:-			
hitopadesa-0	nidhā	nihitā	42	сложить	flag	unknown			сложить:V:-:-			
hitopadesa-0	nidrā	nidrā	25	сон	flag	unknown			сон:S:-:-			
hitopadesa-0	nihan	nihatya	33	убить	flag	unknown			убить:V:-:-			
hitopadesa-0	nirarthaka	nirarthakam	26	тщетный	flag	unknown			тщетный:A:-:-			
hitopadesa-0	nirgandha	nirgandhā	38	void of smell; inodorous	not_russian	not_russian						
hitopadesa-0	nirguṇa	nirguṇaḥ	23	лишенный свойств	flag	phrase,unknown			лишённый:A:-:- свойство:S:-:-			
hitopadesa-0	nityam	nityam	12	всегда	flag	unknown			всегда:ADV:-:-			
hitopadesa-0	nāma	nāma	10	имя	flag	unknown			имя:S:-:-			
hitopadesa-0	nāmadheya	nāmadheyam	10	имя	flag	unknown			имя:S:-:-			
hitopadesa-0	nāman	nāmā	42	имя	flag	unknown			имя:S:-:-			
hitopadesa-0	nīcagā	nīcagā	5	a river	not_russian	not_russian						
hitopadesa-0	nīlakaṇṭha	nīlakaṇṭhasya	28	Синегорлый	ok	name						
hitopadesa-0	nīti	nīti	2	политика	flag	unknown			политика:S:-:-			
hitopadesa-0	nṛpa	nṛpaṃ	5	царь	ok			4	царь:S:4:196.75			
hitopadesa-0	pada	pade	13	след	flag	unknown			след:S:-:-			
hitopadesa-0	padya	padya	43	Находясь у ног	flag	phrase,unknown			находиться:V:-:- нога:S:-:-			
hitopadesa-0	para	param	5	высшее	flag	unknown			высокий:A:-:-			
hitopadesa-0	parivartin	parivartini	15	неусыпный	flag	unknown			неусыпный:A:-:-			
hitopadesa-0	parokṣa	parokṣa	10	втайне	flag	unknown			втайне:ADV:-:-			
hitopadesa-0	pat	patati	16	упасть	flag	unknown			упасть:V:-:-			
hitopadesa-0	pauruṣa	pauruṣam	33	manhood; virility (opp. to strītva); manliness; manly strength or courage or deed; valour…	not_russian	not_russian						
hitopadesa-0	pañcan	pañca	27	пять	ok							
hitopadesa-0	pañcatantra	pañcatantrāt	9	name of the well-known collection of moral stories and fables in 5 books; name of a poem…	not_russian	not_russian						
hitopadesa-0	paśu	paśubhir	25	скот	flag	unknown			скот:S:-:-			
hitopadesa-0	paṅka	paṅke	24	грязь	flag	unknown			грязь:S:-:-			
hitopadesa-0	paṇḍita	paṇḍita	40	мудрые	flag	unknown			мудрый:A:-:-			
hitopadesa-0	phalavat	phalavatī	42	плод	flag	unknown			плод:S:-:-			
hitopadesa-0	phena	phena	1	пена	flag	unknown			пена:S:-:-			
hitopadesa-0	pitṛ	pitā	21	отец	flag	unknown			отец:S:-:-			
hitopadesa-0	piṇḍa	piṇḍāt	34	пинд	flag	unknown			пинд:S:-:-			
hitopadesa-0	prabhu	prabhu	11	владыка	flag	unknown			владыка:S:-:-			
hitopadesa-0	pramāṇa	pramāṇam	47	источник знания	flag	phrase,unknown			источник:S:-:- знание:S:-:-			
hitopadesa-0	prasāda	prasādāt	1	милость	flag	unknown			милость:S:-:-			
hitopadesa-0	prasū	prasūto	23	размножаться	flag	unknown			размножаться:V:-:-			
hitopadesa-0	prath	prathitaṃ	17	прославленный	flag	unknown			прославить:V:-:-			
hitopadesa-0	pratipad	pratipadyate	34	достигать	ok			3	достигать:V:3:47.90			
hitopadesa-0	pratipatti	pratipattaye	7	постижение	flag	unknown			постижение:S:-:-			
hitopadesa-0	pravah	pravahanti	46	тяжеловозы	flag	unknown			тяжеловоз:S:-:-			
hitopadesa-0	praviś	praviśanti	36	войти	flag	unknown			войти:V:-:-			
hitopadesa-0	pravīṇatā	pravīṇatām	40	skill; proficiency	not_russian	not_russian						
hitopadesa-0	pre	preto	14	после смерти	flag	phrase,unknown			смерть:S:-:-			
hitopadesa-0	priya	priyā	20	приятное	flag	unknown			приятный:A:-:-			
hitopadesa-0	prājña	prājño	3	мудрый	flag	unknown			мудрый:A:-:-			
hitopadesa-0	prāp	prāptaṃ	35	достигнуть	flag	unknown			достигнуть:V:-:-			
hitopadesa-0	punar	punar	40	снова	flag	unknown			снова:ADV:-:-			
hitopadesa-0	puraḥsara	puraḥsaram	47	предшествуемая	flag	unknown			предшествовать:V:-:-			
hitopadesa-0	puruṣa	puruṣa	33	человек	flag	unknown			человек:S:-:-			
hitopadesa-0	puruṣakāra	puruṣakāra	30	человеческими усилиями	flag	phrase,unknown			человеческий:A:-:- усилие:S:-:-			
hitopadesa-0	pustaka	pustakeṣu	39	книга	flag	unknown			книга:S:-:-			
hitopadesa-0	putra	putrāṇām	12	сын	flag	unknown			сын:S:-:-			
hitopadesa-0	putraka	putraka	24	сынок	flag	unknown			сынок:S:-:-			
hitopadesa-0	puṇya	puṇya	19	святая	flag	unknown			святой:A:-:-			
hitopadesa-0	pā	pīyate	29	защищать	flag	unknown			защищать:V:-:-			
hitopadesa-0	pātra	pātra	6	сосуд	ok			3	сосуд:S:3:25.97			
hitopadesa-0	pāṭaliputra	pāṭaliputra	10	name of a town	not_russian	not_russian						
hitopadesa-0	pāṭava	pāṭavaṃ	2	Ваджроли	ok	name						
hitopadesa-0	pāṭhay	pāṭhyamānaṃ	10	чтения	flag	unknown			чтение:S:-:-			
hitopadesa-0	pīḍā	pīḍā	12	самоистязание	flag	unknown			самоистязание:S:-:-			
hitopadesa-0	pūjay	pūjyate	23	почтить	flag	unknown			почтить:V:-:-			
hitopadesa-0	pūrva	pūrva	31	прежде	ok							
hitopadesa-0	ratha	rathasya	30	колесница	flag	unknown			колесница:S:-:-			
hitopadesa-0	rogin	rogi	20	больной	flag	unknown			больной:A:-:-			
hitopadesa-0	rāga	rāgāṇām	43	влечение	flag	unknown			влечение:S:-:-			
hitopadesa-0	rājan	rājā	12	царь	ok			4	царь:S:4:196.75			
hitopadesa-0	rātri	rātriṣu	24	ночь	flag	unknown			ночь:S:-:-			
hitopadesa-0	rūpa	rūpa	14	образ	flag	unknown			образ:S:-:-			
hitopadesa-0	rūpavat	rūpavatī	22	прекрасный	flag	unknown			прекрасный:A:-:-			
hitopadesa-0	sa	sa	16	он	ok							
hitopadesa-0	sabhā	sabhā	37	собрание	flag	unknown			собрание:S:-:-			
hitopadesa-0	sad	sīdasi	24	усаживаться	flag	unknown			усаживаться:V:-:-			
hitopadesa-0	sadā	sadā	7	всегда	flag	unknown			всегда:ADV:-:-			
hitopadesa-0	saha	saha	41	с	ok							
hitopadesa-0	sakala	sakala	42	все	ok							
hitopadesa-0	sakṛt	sakṛd	13	однажды	flag	unknown			однажды:ADV:-:-			
hitopadesa-0	sama	samaiś	41	равный	flag	unknown			равный:A:-:-			
hitopadesa-0	samarpay	samarpitavān	47	поразить	flag	unknown			поразить:V:-:-			
hitopadesa-0	samartha	samarthaḥ	40	способный	flag	unknown			способный:A:-:-			
hitopadesa-0	samatā	samatām	41	равенство	flag	unknown			равенство:S:-:-			
hitopadesa-0	sambhava	sambhavāḥ	38	рождение	flag	unknown			рождение:S:-:-			
hitopadesa-0	sambhrama	sambhramāt	16	рвение	flag	unknown			рвение:S:-:-			
hitopadesa-0	sambhū	sambhūtāḥ	42	возникнуть	flag	unknown			возникнуть:V:-:-			
hitopadesa-0	sampad	sampannāḥ	38	стать	flag	unknown			стать:V:-:-			
hitopadesa-0	sampatti	sampattiḥ	11	процветание	flag	unknown			процветание:S:-:-			
hitopadesa-0	samudra	samudram	46	океан	flag	unknown			океан:S:-:-			
hitopadesa-0	samunnati	samunnatim	15	rising; swelling; exaltation; eminence; high position; elevation; increase; growth	not_russian	not_russian						
hitopadesa-0	samāgama	samāgamāt	41	встреча	flag	unknown			встреча:S:-:-			
hitopadesa-0	samāna	samānāḥ	25	саман	flag	unknown			саман:S:-:-			
hitopadesa-0	samṛdh	samṛddho	19	процветающий	flag	unknown			процветать:V:-:-			
hitopadesa-0	sarit	sarit	5	реки	flag	unknown			река:S:-:-			
hitopadesa-0	sarva	sarva	10	все	ok							
hitopadesa-0	sarvadā	sarvadā	4	всегда	flag	unknown			всегда:ADV:-:-			
hitopadesa-0	sarvatra	sarvatra	2	везде	flag	unknown			везде:ADV:-:-			
hitopadesa-0	saṃcintay	saṃcintya	32	подумать	flag	unknown			подумать:V:-:-			
hitopadesa-0	saṃdhi	saṃdhir	9	мир	flag	unknown			мир:S:-:-			
hitopadesa-0	saṃnidhi	saṃnidhau	39	присутствие	flag	unknown			присутствие:S:-:-			
hitopadesa-0	saṃnidhāna	saṃnidhānena	40	совокупленье	flag	unknown			совокупление:S:-:-			
hitopadesa-0	saṃnikarṣa	saṃnikarṣeṇa	45	контакт	flag	unknown			контакт:S:-:-			
hitopadesa-0	saṃsarga	saṃsargāt	40	смешения	flag	unknown			смешение:S:-:-			
hitopadesa-0	saṃskāra	saṃskāro	8	санскары	flag	unknown			санскара:S:-:-			
hitopadesa-0	saṃskṛta	saṃskṛta	2	освященное	flag	unknown			освятить:V:-:-			
hitopadesa-0	saṃsāra	saṃsāre	15	сансары	flag	unknown			сансар:S:-:-			
hitopadesa-0	saṃyojay	saṃyojayati	5	запрячь	flag	unknown			запрячь:V:-:-			
hitopadesa-0	saṃśaya	saṃśaya	10	сомнения	flag	unknown			сомнение:S:-:-			
hitopadesa-0	saṅga	saṅgāt	44	привязанность	flag	unknown			привязанность:S:-:-			
hitopadesa-0	siddhi	siddhiḥ	1	совершенства	flag	unknown			совершенство:S:-:-			
hitopadesa-0	sidh	sidhyati	30	устанавливаться	flag	unknown			устанавливаться:V:-:-			
hitopadesa-0	siṃha	siṃham	33	лев	flag	unknown			лев:S:-:-			
hitopadesa-0	stha	sthasya	27	стоять	flag	unknown			стоять:V:-:-			
hitopadesa-0	strī	striyāḥ	39	женщины	flag	unknown			женщина:S:-:-			
hitopadesa-0	sudarśana	sudarśano	10	Сударшана	ok	name						
hitopadesa-0	sudhī	sudhīḥ	19	мудрый	flag	unknown			мудрый:A:-:-			
hitopadesa-0	suhṛd	suhṛd	9	друг	flag	unknown			друг:S:-:-			
hitopadesa-0	sukha	sukhāni	20	счастье	ok			3	счастие:S:3:29.48			
hitopadesa-0	sumanas	sumanas	44	цветок	flag	unknown			цветок:S:-:-			
hitopadesa-0	supratiṣṭhita	supratiṣṭhitaḥ	44	изящно стоит	flag	phrase,unknown			изящно:ADV:-:- стоить:V:-:-			
hitopadesa-0	sutin	sutinī	16	having sons	not_russian	not_russian						
hitopadesa-0	svap	suptasya	36	спать	flag	unknown			спать:V:-:-			
hitopadesa-0	svayam	svayaṃ	35	сам	flag	unknown			сам:A:-:-			
hitopadesa-0	svāmin	svāmi	10	хозяин	flag	unknown			хозяин:S:-:-			
hitopadesa-0	sādhya	sādhye	1	садхьи	flag	unknown			садхие:S:-:-			
hitopadesa-0	sāmānya	sāmānyam	25	общее	flag	unknown			общий:A:-:-			
hitopadesa-0	sṛj	sṛjyante	27	сотворить	flag	unknown			сотворить:V:-:-			
hitopadesa-0	tad	tasya	1	он	ok							
hitopadesa-0	taila	tailāni	32	sesamum oil; oil; olibanum	not_russian	not_russian						
hitopadesa-0	tamas	tamo	18	мрак	flag	unknown			мрак:S:-:-			
hitopadesa-0	tanaya	tanayaḥ	14	сын	flag	unknown			сын:S:-:-			
hitopadesa-0	tapas	tapasi	17	подвижничество	flag	unknown			подвижничество:S:-:-			
hitopadesa-0	tatas	tataḥ	6	тогда	flag	unknown			тогда:ADV:-:-			
hitopadesa-0	tathā	tathā	20	так	ok							
hitopadesa-0	tatra	tatra	10	там	flag	unknown			там:ADV:-:-			
hitopadesa-0	tattva	tattva	42	правда	ok							
hitopadesa-0	tila	tilebhyo	32	сезам	flag	unknown			сезам:S:-:-			
hitopadesa-0	toya	toyāḥ	46	вода	flag	unknown			вода:S:-:-			
hitopadesa-0	tu	tu	13	же	ok							
hitopadesa-0	tva	tvam	11	ты	ok							
hitopadesa-0	tvad	tvaṃ	24	тебя	ok							
hitopadesa-0	tyaj	tyajed	32	оставить	flag	unknown			оставить:V:-:-			
hitopadesa-0	tā	tā	11	эти	flag	unknown			этот:A:-:-			
hitopadesa-0	tārā	tārā	18	звезды	flag	unknown			звезда:S:-:-			
hitopadesa-0	tāta	tāta	41	сын мой	flag	phrase,unknown			сын:S:-:- мой:A:-:-			
hitopadesa-0	tīra	tīre	10	берег	flag	unknown			берег:S:-:-			
hitopadesa-0	tīrtha	tīrthe	19	тиртхе	flag	unknown			тиртх:S:-:-			
hitopadesa-0	u	u	11	и	ok							
hitopadesa-0	ucchedin	ucchedi	10	destroying; resolving (doubts or difficulties)	not_russian	not_russian						
hitopadesa-0	uccāra	uccāra	17	испражняться	flag	unknown			испражняться:V:-:-			
hitopadesa-0	udayagiri	udayagireḥ	45	the eastern mountain	not_russian	not_russian						
hitopadesa-0	udvij	udvigna	12	страшиться	flag	unknown			страшиться:V:-:-			
hitopadesa-0	udyama	udyamena	36	труд	flag	unknown			труд:S:-:-			
hitopadesa-0	udyoga	udyogam	32	в Книге о старании	flag	phrase,unknown			книга:S:-:- старание:S:-:-			
hitopadesa-0	udyogin	udyoginaṃ	33	one who makes effort; active; laborious; persevering; energetic	not_russian	not_russian						
hitopadesa-0	ukti	uktiṣu	2	говориться	flag	unknown			говориться:V:-:-			
hitopadesa-0	unmārga	unmārga	12	deviation from the right way; wrong way (lit. and fig.)	not_russian	not_russian						
hitopadesa-0	upadeśa	upadeśena	40	наставление	flag	unknown			наставление:S:-:-			
hitopadesa-0	upajan	upajāyate	43	возникать	flag	unknown			возникать:V:-:-			
hitopadesa-0	upe	upaiti	33	прийти	ok			4	прийти:V:4:591.06			
hitopadesa-0	upeta	upetaḥ	10	отстранен от зла, связан с благими качествами	flag	phrase,unknown			отстранить:V:-:- зло:S:-:- связать:V:-:- благой:A:-:- качество:S:-:-			
hitopadesa-0	vac	uktam	20	сказать	ok			5	сказать:V:5:2472.22			
hitopadesa-0	vacana	vacanam	30	слова	flag	unknown			слово:S:-:-			
hitopadesa-0	vad	vada	16	говорят	flag	unknown			говорить:V:-:-			
hitopadesa-0	vaicitrya	vaicitryaṃ	2	variety; manifoldness; diversity; sorrow; despair	not_russian	not_russian						
hitopadesa-0	vairin	vairī	37	an enemy; a hero	not_russian	not_russian						
hitopadesa-0	vandhyā	vandhyā	14	бесплодная	flag	unknown			бесплодный:A:-:-			
hitopadesa-0	vara	varam	13	лучший	flag	unknown			хороший:A:-:-			
hitopadesa-0	varṇa	varṇaḥ	45	варн	flag	unknown			варн:S:-:-			
hitopadesa-0	vasati	vasatir	14	ночи	flag	unknown			ночь:S:-:-			
hitopadesa-0	vat	vat	3	сказать	ok			5	сказать:V:5:2472.22			
hitopadesa-0	vaśya	vaśyaḥ	19	послушный	flag	unknown			послушный:A:-:-			
hitopadesa-0	vaṃśa	vaṃśaḥ	15	род	flag	unknown			род:S:-:-			
hitopadesa-0	vid	vidvān	14	знать	ok			5	знать:V:5:1740.03			
hitopadesa-0	vidvas	vidvān	12	мудрый	flag	unknown			мудрый:A:-:-			
hitopadesa-0	vidyā	vidyāyām	17	знание	flag	unknown			знание:S:-:-			
hitopadesa-0	vigraha	vigrahaḥ	9	война	flag	unknown			война:S:-:-			
hitopadesa-0	vinaya	vinayam	44	смиренно	flag	unknown			смиренно:ADV:-:-			
hitopadesa-0	vinā	vinā	30	без	ok							
hitopadesa-0	vitta	vittaṃ	27	богатство	flag	unknown			богатство:S:-:-			
hitopadesa-0	vivekin	viveki	11	отличный	flag	unknown			отличный:A:-:-			
hitopadesa-0	viśeṣa	viśeṣo	25	различие	ok			3	различие:S:3:42.33			
hitopadesa-0	viśiṣ	viśiṣṭaiś	41	превосходить	flag	unknown			превосходить:V:-:-			
hitopadesa-0	viśiṣṭatā	viśiṣṭatām	41		empty							
hitopadesa-0	viśru	viśrūyate	21	прославленный	flag	unknown			прославить:V:-:-			
hitopadesa-0	viśudh	viśuddhaḥ	23	очищаться	flag	unknown			очищаться:V:-:-			
hitopadesa-0	viśāla	viśāla	38	обширный	flag	unknown			обширный:A:-:-			
hitopadesa-0	viṣa	viṣa	29	яд	flag	unknown			яд:S:-:-			
hitopadesa-0	viṣṇuśarman	viṣṇuśarma	42	name of various authors and other persons	not_russian	not_russian						
hitopadesa-0	vyabhicārin	vyabhicāriṇī	22	изменять	flag	unknown			изменять:V:-:-			
hitopadesa-0	vyāpāra	vyāpāra	42	деятельность	flag	unknown			деятельность:S:-:-			
hitopadesa-0	vā	vā	12	или	ok							
hitopadesa-0	vāc	vācāṃ	2	речь	flag	unknown			речь:S:-:-			
hitopadesa-0	vādin	vādinī	20	говорящий	flag	unknown			говорящий:A:-:-			
hitopadesa-0	vṛddha	vṛddha	7	старый	flag	unknown			старый:A:-:-			
hitopadesa-0	yad	yad	1	что	ok							
hitopadesa-0	yadi	yadi	16	если	ok							
hitopadesa-0	yatas	yataḥ	25	откуда	flag	unknown			откуда:ADV:-:-			
hitopadesa-0	yathā	yathā	30	как	ok							
hitopadesa-0	yatna	yatnaṃ	31	усилия	flag	unknown			усилие:S:-:-			
hitopadesa-0	yatra	yatra	11	где	flag	unknown			где:ADV:-:-			
hitopadesa-0	yauvana	yauvanaṃ	11	youth; youthfulness; adolescence; puberty; manhood; a number of young people (esp. of you…	not_russian	not_russian						
hitopadesa-0	yuj	yuktaḥ	14	союзник	flag	unknown			союзник:S:-:-			
hitopadesa-0	yā	yāti	15	идти	flag	unknown			идти:V:-:-			
hitopadesa-0	ācar	ācaret	3	делать	flag	unknown			делать:V:-:-			
hitopadesa-0	ādya	ādyau	13	изначальный	flag	unknown			изначальный:A:-:-			
hitopadesa-0	ādā	ādatte	35	взять	ok			4	взять:V:4:611.30			
hitopadesa-0	ādṛ	ādriyate	7	проломитель	flag	unknown			проломитель:S:-:-			
hitopadesa-0	āgama	āgamaḥ	20	прийти	ok			4	прийти:V:4:591.06			
hitopadesa-0	āhāra	āhāra	25	пища	flag	unknown			пища:S:-:-			
hitopadesa-0	ākara	ākare	43	источник	flag	unknown			источник:S:-:-			
hitopadesa-0	ākarṇay	ākarṇya	12	услышать	flag	unknown			услышать:V:-:-			
hitopadesa-0	ākṛṣ	ākṛṣya	9	втягиваться	flag	unknown			втягиваться:V:-:-			
hitopadesa-0	ālambin	ālambī	21	hanging from; resting or leaning upon; depending on or from; laying hold of; supporting;…	not_russian	not_russian						
hitopadesa-0	ālasya	ālasya	30	лень	flag	unknown			лень:S:-:-			
hitopadesa-0	āp	āptum	32	достигать	ok			3	достигать:V:3:47.90			
hitopadesa-0	āpūraṇa	āpūraṇa	21	Апурана	ok	name						
hitopadesa-0	ārambha	ārambhe	16	начало	flag	unknown			начало:S:-:-			
hitopadesa-0	āruh	ārohati	44	взойти	flag	unknown			взойти:V:-:-			
hitopadesa-0	āsvādya	āsvādya	46	вкусить	flag	unknown			вкусить:V:-:-			
hitopadesa-0	āsāday	āsādya	46	достигнуть	flag	unknown			достигнуть:V:-:-			
hitopadesa-0	ātman	ātmanaḥ	12	себя	ok							
hitopadesa-0	āyus	āyuḥ	27	срок жизни	flag	phrase,unknown			срок:S:-:- жизнь:S:-:-			
hitopadesa-0	āḍhaka	āḍhakaiḥ	21	адхака	flag	unknown			адхак:S:-:-			
hitopadesa-0	śak	śakyante	42	способный	flag	unknown			способный:A:-:-			
hitopadesa-0	śakti	śaktyā	33	дротик	flag	unknown			дротик:S:-:-			
hitopadesa-0	śastra	śastraṃ	7	оружие	flag	unknown			оружие:S:-:-			
hitopadesa-0	śata	śataiḥ	18	сто	ok							
hitopadesa-0	śatru	śatrur	22	враг	flag	unknown			враг:S:-:-			
hitopadesa-0	śaurya	śaurye	17	heroism; valour; prowess; might; the heroic branch of dramatic art; name of a village	not_russian	not_russian						
hitopadesa-0	śayana	śayanam	28	ложе	flag	unknown			ложа:S:-:-			
hitopadesa-0	śaśin	śaśinaḥ	1	луна	flag	unknown			луна:S:-:-			
